secret_length,secret_special_chars,secret_has_url,StartLine,EndLine,StartColumn,EndColumn,secret_entropy,secret_letter_ratio,secret_digit_ratio,secret_upper_ratio,secret_special_ratio,secret_base64_ratio,has_prefix_aws_akid,has_prefix_github,has_prefix_slack,ctx_has_pass,ctx_has_token,ctx_has_key,ctx_has_secret,ctx_has_example,RuleID,file_extension
21,1,0,170,48,4,18,4.201841232302569,0.7142857142857143,0.23809523809523808,0.47619047619047616,0.047619047619047616,0.9523809523809523,0,0,0,0,1,0,0,1,aws-access-token,py
40,0,0,152,37,26,63,4.7964393446710165,0.75,0.25,0.425,0.0,1.0,0,0,0,0,0,1,0,0,heroku-api-key,Dockerfile
130,27,0,74,39,30,26,5.067726929793876,0.676923076923077,0.05384615384615385,0.49230769230769234,0.2076923076923077,0.7692307692307693,0,0,0,0,0,1,0,1,private-key,json
32,2,0,135,151,5,12,4.538909765557392,0.84375,0.09375,0.3125,0.0625,0.9375,0,0,0,0,0,1,0,0,stripe-api-key,ts
37,1,0,4,175,55,6,4.5944564061110205,0.7567567567567568,0.21621621621621623,0.3783783783783784,0.02702702702702703,0.972972972972973,0,0,0,0,0,0,0,1,mongodb-atlas-connection-string,py
42,1,0,25,89,46,64,4.76696831548137,0.8333333333333334,0.14285714285714285,0.2857142857142857,0.023809523809523808,0.9761904761904762,0,0,0,1,0,0,0,1,postgres-password,json
21,3,0,189,138,65,76,3.748994803525096,0.8571428571428571,0.0,0.0,0.14285714285714285,0.8571428571428571,0,0,0,0,1,0,0,1,sendgrid-api-token,py
40,1,0,49,166,8,38,4.73418371977919,0.875,0.1,0.425,0.025,0.975,0,0,0,0,0,1,0,1,twilio-api-key,json
37,1,0,58,23,56,78,4.810672622327236,0.7837837837837838,0.1891891891891892,0.4594594594594595,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,0,twilio-api-key,md
38,1,0,112,108,31,45,4.679252764116302,0.7894736842105263,0.18421052631578946,0.3684210526315789,0.02631578947368421,0.9736842105263158,0,0,0,0,1,0,0,0,mailchimp-access-token,md
40,1,0,8,133,42,63,4.734183719779189,0.825,0.15,0.3,0.025,0.975,0,0,0,0,0,1,0,1,api-key,example
38,1,0,167,38,69,33,4.609383763272786,0.8947368421052632,0.07894736842105263,0.39473684210526316,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,twilio-api-key,py
42,1,0,179,175,74,56,4.707677244155821,0.8095238095238095,0.16666666666666666,0.30952380952380953,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,1,mailchimp-access-token,yml
82,5,0,123,144,74,54,5.23390608403982,0.8536585365853658,0.08536585365853659,0.35365853658536583,0.06097560975609756,0.9390243902439024,0,0,0,0,1,0,0,1,jwt-token,py
44,1,0,167,2,52,78,4.652391277629866,0.8863636363636364,0.09090909090909091,0.36363636363636365,0.022727272727272728,0.9772727272727273,0,0,0,0,0,0,0,1,github-pat,md
37,1,0,74,90,20,55,4.540402352056966,0.9459459459459459,0.02702702702702703,0.6216216216216216,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,1,twilio-api-key,py
17,1,0,31,13,20,42,3.4104172527605203,0.9411764705882353,0.0,0.0,0.058823529411764705,0.9411764705882353,0,0,0,0,1,0,0,0,discord-bot-token,md
42,1,0,163,180,26,30,4.7849418274376445,0.9285714285714286,0.047619047619047616,0.40476190476190477,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,1,mailchimp-access-token,py
40,1,0,151,44,63,45,4.853055907333276,0.8,0.175,0.325,0.025,0.975,0,1,0,0,0,0,0,0,github-pat,Dockerfile
38,1,0,80,180,43,65,4.826874881864639,0.8157894736842105,0.15789473684210525,0.39473684210526316,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,twilio-api-key,json
42,1,0,136,123,30,19,4.689703732199549,0.8571428571428571,0.11904761904761904,0.42857142857142855,0.023809523809523808,0.9761904761904762,0,0,0,1,0,0,0,1,postgres-password,py
40,1,0,193,31,38,6,4.734183719779189,0.875,0.1,0.325,0.025,0.975,0,0,0,1,0,0,0,0,postgres-password,md
40,1,0,167,123,21,63,4.953055907333277,0.8,0.175,0.325,0.025,0.975,0,0,0,0,1,0,0,1,discord-bot-token,py
40,1,0,86,199,43,63,4.971928094887363,0.825,0.15,0.375,0.025,0.975,0,0,0,0,1,0,0,1,discord-bot-token,example
40,0,0,93,193,55,6,4.853055907333276,0.925,0.075,0.375,0.0,1.0,0,0,0,0,0,0,0,0,mongodb-atlas-connection-string,js
15,2,0,136,151,63,3,3.1068905956085184,0.8666666666666667,0.0,0.0,0.13333333333333333,0.8666666666666667,0,0,0,0,1,0,0,1,aws-access-token,py
79,7,0,63,43,31,75,5.01088245086802,0.7974683544303798,0.11392405063291139,0.27848101265822783,0.08860759493670886,0.9620253164556962,0,0,0,0,0,0,0,1,slack-webhook-url,example
40,0,0,113,188,74,79,4.715311532225103,0.75,0.25,0.45,0.0,1.0,0,0,0,0,0,0,0,0,mongodb-atlas-connection-string,js
40,0,0,104,90,12,48,4.68418371977919,0.9,0.1,0.45,0.0,1.0,0,0,0,0,1,0,0,0,sendgrid-api-token,js
59,1,0,65,17,34,36,4.780616778028722,0.7627118644067796,0.22033898305084745,0.423728813559322,0.01694915254237288,0.9830508474576272,0,0,0,0,1,0,0,0,discord-bot-token,sh
130,24,0,118,102,25,61,5.057579649647849,0.6846153846153846,0.06923076923076923,0.49230769230769234,0.18461538461538463,0.7692307692307693,0,0,0,0,0,1,0,0,private-key,md
41,1,0,92,32,40,22,4.552197126358232,0.7560975609756098,0.21951219512195122,0.5121951219512195,0.024390243902439025,0.975609756097561,0,0,0,0,0,0,0,1,github-pat,yml
42,1,0,50,66,4,39,4.832560875056691,0.8333333333333334,0.14285714285714285,0.40476190476190477,0.023809523809523808,0.9761904761904762,0,0,0,1,0,0,0,1,postgres-password,py
37,1,0,37,192,6,60,4.6689128250884115,0.918918918918919,0.05405405405405406,0.4864864864864865,0.02702702702702703,0.972972972972973,0,0,0,0,0,0,0,1,mongodb-atlas-connection-string,py
21,3,0,98,103,10,73,3.748994803525096,0.8571428571428571,0.0,0.0,0.14285714285714285,0.8571428571428571,0,0,0,0,0,0,0,1,github-pat,py
40,0,0,89,173,73,23,4.853055907333277,0.75,0.25,0.475,0.0,1.0,0,0,0,0,0,1,0,0,heroku-api-key,js
37,1,0,115,168,68,4,4.756618568273183,0.7027027027027027,0.2702702702702703,0.40540540540540543,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,1,api-key,py
41,1,0,17,142,41,64,4.918527614374181,0.8292682926829268,0.14634146341463414,0.4146341463414634,0.024390243902439025,0.975609756097561,0,0,0,0,0,0,0,0,github-pat,md
42,1,0,168,57,2,41,4.94577248225106,0.7857142857142857,0.19047619047619047,0.21428571428571427,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,1,twilio-api-key,py
40,0,0,74,200,20,73,4.78418371977919,0.9,0.1,0.45,0.0,1.0,0,0,0,0,0,1,0,0,heroku-api-key,json
37,2,0,14,163,36,37,4.496898555450566,0.8108108108108109,0.13513513513513514,0.1891891891891892,0.05405405405405406,0.9459459459459459,0,0,0,0,0,1,0,0,stripe-api-key,md
37,1,0,81,27,8,56,4.5944564061110205,0.8918918918918919,0.08108108108108109,0.4594594594594595,0.02702702702702703,0.972972972972973,0,0,0,1,0,0,0,0,postgres-password,md
40,0,0,180,135,68,48,4.78418371977919,0.875,0.125,0.475,0.0,1.0,0,0,0,0,1,0,0,0,sendgrid-api-token,py
82,5,0,123,144,74,54,5.23390608403982,0.8536585365853658,0.08536585365853659,0.35365853658536583,0.06097560975609756,0.9390243902439024,0,0,0,0,1,0,0,1,jwt-token,py
83,2,0,9,46,59,5,5.468000726345189,0.8072289156626506,0.1686746987951807,0.3132530120481928,0.024096385542168676,0.9759036144578314,0,0,0,0,1,0,0,1,jwt-token,example
46,1,0,56,160,30,53,4.778677988524612,0.8043478260869565,0.17391304347826086,0.2826086956521739,0.021739130434782608,0.9782608695652174,0,0,0,0,0,0,0,1,github-pat,py
59,2,0,5,50,16,58,5.098496227217933,0.8135593220338984,0.15254237288135594,0.3898305084745763,0.03389830508474576,0.9661016949152542,0,0,0,0,1,0,0,0,discord-bot-token,py
79,7,0,166,75,75,42,5.132850451164219,0.7848101265822784,0.12658227848101267,0.34177215189873417,0.08860759493670886,0.9620253164556962,0,0,0,0,0,0,0,1,slack-webhook-url,py
38,1,0,80,172,27,31,4.629249223856036,0.868421052631579,0.10526315789473684,0.2894736842105263,0.02631578947368421,0.9736842105263158,0,0,0,0,1,0,0,1,mailchimp-access-token,md
37,2,0,60,200,18,58,4.486348298002913,0.8378378378378378,0.10810810810810811,0.2702702702702703,0.05405405405405406,0.9459459459459459,0,0,0,0,0,1,0,0,stripe-api-key,md
40,1,0,115,85,36,25,4.684183719779189,0.825,0.15,0.275,0.025,0.975,0,0,0,0,0,1,0,1,twilio-api-key,json
37,1,0,46,198,13,5,4.648510460165075,0.8378378378378378,0.13513513513513514,0.35135135135135137,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,1,generic-api-key,json
118,20,0,34,137,65,26,4.9763544446011165,0.6864406779661016,0.09322033898305085,0.4661016949152542,0.1694915254237288,0.7796610169491526,0,0,0,0,0,1,0,0,private-key,js
37,1,0,83,20,58,3,4.810672622327237,0.8648648648648649,0.10810810810810811,0.5675675675675675,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,0,twilio-api-key,md
40,1,0,105,4,14,17,4.612814895472355,0.9,0.075,0.3,0.025,0.975,0,0,0,0,0,0,0,1,mongodb-atlas-connection-string,py
35,2,0,169,63,6,28,4.707714802597436,0.8857142857142857,0.05714285714285714,0.2857142857142857,0.05714285714285714,0.9428571428571428,0,0,0,0,0,1,0,1,stripe-api-key,py
38,1,0,139,34,54,20,4.4912199475971795,0.9210526315789473,0.05263157894736842,0.3157894736842105,0.02631578947368421,0.9736842105263158,0,0,0,0,1,0,0,1,sendgrid-api-token,py
38,1,0,96,42,20,68,4.5041206053780485,0.7631578947368421,0.21052631578947367,0.34210526315789475,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,api-key,md
42,1,0,136,77,44,76,4.6420846845805,0.7380952380952381,0.23809523809523808,0.2619047619047619,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,0,sendgrid-api-token,md
20,0,0,111,33,7,44,3.6219280948873624,0.85,0.15,0.85,0.0,1.0,1,0,0,0,1,0,0,0,aws-access-token,py
37,2,0,46,34,51,29,4.303783770917413,0.8108108108108109,0.13513513513513514,0.2972972972972973,0.05405405405405406,0.9459459459459459,0,0,0,0,0,1,0,0,stripe-api-key,md
38,1,0,146,169,24,12,4.563716987127797,0.7631578947368421,0.21052631578947367,0.47368421052631576,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,generic-api-key,md
37,1,0,91,97,71,71,4.918780730435346,0.8108108108108109,0.16216216216216217,0.5135135135135135,0.02702702702702703,0.972972972972973,0,0,0,0,1,0,0,0,sendgrid-api-token,md
118,23,0,160,124,22,6,5.115489148653761,0.635593220338983,0.1271186440677966,0.4152542372881356,0.19491525423728814,0.7966101694915254,0,0,0,0,0,1,0,0,private-key,yml
42,1,0,62,7,43,10,4.832560875056691,0.9047619047619048,0.07142857142857142,0.40476190476190477,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,1,sendgrid-api-token,json
130,24,0,186,145,27,39,5.250107744751928,0.6692307692307692,0.08461538461538462,0.47692307692307695,0.18461538461538463,0.7692307692307693,0,0,0,0,0,1,0,1,private-key,py
79,7,0,154,128,22,13,5.081687869139327,0.8227848101265823,0.08860759493670886,0.2911392405063291,0.08860759493670886,0.9620253164556962,0,0,0,0,0,0,0,1,slack-webhook-url,md
42,1,0,109,172,28,53,4.689703732199549,0.7857142857142857,0.19047619047619047,0.38095238095238093,0.023809523809523808,0.9761904761904762,0,0,0,0,0,0,0,1,mongodb-atlas-connection-string,py
20,0,0,148,129,57,71,3.5841837197791886,0.85,0.15,0.85,0.0,1.0,1,0,0,0,1,0,0,0,aws-access-token,sh
15,2,0,59,28,52,64,3.1068905956085184,0.8666666666666667,0.0,0.0,0.13333333333333333,0.8666666666666667,0,0,0,0,0,1,0,0,api-key,md
40,0,0,104,5,25,79,4.534183719779189,0.825,0.175,0.25,0.0,1.0,0,0,0,0,0,1,0,0,generic-api-key,js
59,5,0,52,149,68,41,5.094010422023181,0.7966101694915254,0.11864406779661017,0.423728813559322,0.0847457627118644,0.9152542372881356,0,0,0,0,1,0,0,0,discord-bot-token,ts
42,1,0,128,86,40,28,4.8505343870129645,0.8809523809523809,0.09523809523809523,0.2619047619047619,0.023809523809523808,0.9761904761904762,0,0,0,0,0,0,0,1,mongodb-atlas-connection-string,py
23,1,0,77,108,21,8,4.262692390839622,0.782608695652174,0.17391304347826086,0.4782608695652174,0.043478260869565216,0.9565217391304348,0,0,0,0,1,0,0,1,aws-access-token,yml
83,4,0,110,21,60,58,5.356613828780892,0.7710843373493976,0.18072289156626506,0.3855421686746988,0.04819277108433735,0.9518072289156626,0,0,0,0,1,0,0,0,jwt-token,md
40,0,0,38,176,36,27,4.765311532225103,0.8,0.2,0.35,0.0,1.0,0,0,0,0,0,0,0,0,mongodb-atlas-connection-string,yml
38,1,0,24,60,22,72,4.774243302917271,0.8157894736842105,0.15789473684210525,0.42105263157894735,0.02631578947368421,0.9736842105263158,0,0,0,0,1,0,0,1,discord-bot-token,py
40,0,0,1,41,67,56,4.8341837197791895,0.95,0.05,0.4,0.0,1.0,0,0,0,0,0,1,0,0,generic-api-key,py
59,1,0,30,93,71,23,5.085701523791434,0.8305084745762712,0.15254237288135594,0.576271186440678,0.01694915254237288,0.9830508474576272,0,0,0,0,1,0,0,0,discord-bot-token,tf
40,1,0,71,159,5,80,4.753055907333277,0.85,0.125,0.475,0.025,0.975,0,1,0,0,0,0,0,0,github-pat,yml
38,1,0,50,40,26,71,4.701746263386654,0.8157894736842105,0.15789473684210525,0.4473684210526316,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,api-key,py
37,1,0,40,37,46,33,4.702564514219129,0.8918918918918919,0.08108108108108109,0.4594594594594595,0.02702702702702703,0.972972972972973,0,0,0,0,1,0,0,1,discord-bot-token,json
40,0,0,85,84,17,41,4.8219280948873635,0.75,0.25,0.35,0.0,1.0,0,0,0,1,0,0,0,0,postgres-password,yml
15,2,0,90,41,73,20,3.1068905956085184,0.8666666666666667,0.0,0.0,0.13333333333333333,0.8666666666666667,0,0,0,0,0,0,0,1,slack-webhook-url,py
42,1,0,169,101,33,28,4.737322779818595,0.8333333333333334,0.14285714285714285,0.2857142857142857,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,1,mailchimp-access-token,py
21,3,0,143,32,72,25,3.748994803525096,0.8571428571428571,0.0,0.0,0.14285714285714285,0.8571428571428571,0,0,0,0,0,0,0,1,slack-webhook-url,py
40,1,0,87,180,5,27,4.8341837197791895,0.775,0.2,0.3,0.025,0.975,0,0,0,0,0,0,0,1,mongodb-atlas-connection-string,py
38,1,0,103,148,13,5,4.754377842334022,0.8421052631578947,0.13157894736842105,0.39473684210526316,0.02631578947368421,0.9736842105263158,0,0,0,0,1,0,0,1,mailchimp-access-token,example
21,1,0,115,123,62,22,4.201841232302569,0.6666666666666666,0.2857142857142857,0.42857142857142855,0.047619047619047616,0.9523809523809523,0,0,0,0,1,0,0,0,aws-access-token,md
44,1,0,96,144,32,15,4.862507470762514,0.8181818181818182,0.1590909090909091,0.3181818181818182,0.022727272727272728,0.9772727272727273,0,0,0,0,0,0,0,1,github-pat,py
130,26,0,183,24,60,74,5.13285875601979,0.6384615384615384,0.1,0.4153846153846154,0.2,0.7692307692307693,0,0,0,0,0,1,0,1,private-key,py
41,1,0,79,178,46,10,4.948896211882388,0.7804878048780488,0.1951219512195122,0.3902439024390244,0.024390243902439025,0.975609756097561,0,0,0,0,0,0,0,1,github-pat,md
42,1,0,7,155,40,5,4.76459056619304,0.7619047619047619,0.21428571428571427,0.3333333333333333,0.023809523809523808,0.9761904761904762,0,0,0,0,0,0,0,1,mongodb-atlas-connection-string,md
20,0,0,127,61,62,80,3.821928094887362,0.7,0.3,0.7,0.0,1.0,1,0,0,0,1,0,0,0,aws-access-token,py
87,5,0,45,12,80,17,5.29306878300611,0.8045977011494253,0.13793103448275862,0.39080459770114945,0.05747126436781609,0.9425287356321839,0,0,0,0,1,0,0,1,jwt-token,yml
40,1,0,136,19,58,23,4.734183719779189,0.775,0.2,0.325,0.025,0.975,0,1,0,0,0,0,0,0,github-pat,ts
40,0,0,52,38,32,76,4.953055907333277,0.8,0.2,0.425,0.0,1.0,0,0,0,0,1,0,0,0,sendgrid-api-token,yml
38,1,0,65,81,72,24,4.734512381750772,0.8947368421052632,0.07894736842105263,0.3684210526315789,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,api-key,example
74,7,0,28,86,6,56,5.1686486357822785,0.7567567567567568,0.14864864864864866,0.33783783783783783,0.0945945945945946,0.9594594594594594,0,0,0,0,0,0,0,1,slack-webhook-url,yml
42,1,0,12,169,42,2,4.6061376606679545,0.8333333333333334,0.14285714285714285,0.2857142857142857,0.023809523809523808,0.9761904761904762,0,0,0,0,0,0,0,0,mongodb-atlas-connection-string,md
37,1,0,200,20,37,70,4.810672622327237,0.8918918918918919,0.08108108108108109,0.5135135135135135,0.02702702702702703,0.972972972972973,0,0,0,0,0,0,0,1,mongodb-atlas-connection-string,py
38,1,0,130,75,33,46,4.576617644908667,0.8947368421052632,0.07894736842105263,0.3157894736842105,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,generic-api-key,yml
17,1,0,33,48,71,39,3.4104172527605203,0.9411764705882353,0.0,0.0,0.058823529411764705,0.9411764705882353,0,0,0,0,0,0,0,1,mongodb-atlas-connection-string,md
40,0,0,128,143,26,61,4.715311532225102,0.925,0.075,0.425,0.0,1.0,0,0,0,0,1,0,0,0,sendgrid-api-token,js
20,1,0,123,53,20,22,4.021928094887362,0.65,0.3,0.65,0.05,0.95,0,0,0,0,1,0,0,1,aws-access-token,py
38,1,0,90,21,40,43,4.879506460812008,0.7894736842105263,0.18421052631578946,0.39473684210526316,0.02631578947368421,0.9736842105263158,0,0,0,0,1,0,0,1,sendgrid-api-token,json
42,1,0,71,42,2,1,4.5678128874670785,0.8333333333333334,0.14285714285714285,0.2619047619047619,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,1,generic-api-key,example
82,4,0,11,180,64,11,5.355857303552016,0.7439024390243902,0.2073170731707317,0.5,0.04878048780487805,0.9512195121951219,0,0,0,0,1,0,0,0,jwt-token,md
42,1,0,190,47,64,56,4.653756708287003,0.8809523809523809,0.09523809523809523,0.35714285714285715,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,0,twilio-api-key,md
42,1,0,179,6,23,53,4.671730220243275,0.7619047619047619,0.21428571428571427,0.23809523809523808,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,0,discord-bot-token,md
40,0,0,52,62,74,21,4.715311532225103,0.725,0.275,0.4,0.0,1.0,0,0,0,0,0,1,0,0,api-key,yml
42,1,0,135,138,30,35,4.927798970294788,0.8333333333333334,0.14285714285714285,0.2619047619047619,0.023809523809523808,0.9761904761904762,0,0,0,1,0,0,0,1,postgres-password,py
40,1,0,38,146,32,63,4.6030559073332755,0.775,0.2,0.25,0.025,0.975,0,0,0,0,1,0,0,0,mailchimp-access-token,md
40,0,0,190,99,51,46,4.83418371977919,0.9,0.1,0.4,0.0,1.0,0,0,0,0,0,1,0,0,twilio-api-key,js
118,21,0,8,107,48,23,5.094998512397726,0.6610169491525424,0.11016949152542373,0.4322033898305085,0.17796610169491525,0.7796610169491526,0,0,0,0,0,1,0,0,private-key,sh
17,3,0,59,129,51,25,3.2927701939369904,0.8235294117647058,0.0,0.0,0.17647058823529413,0.8235294117647058,0,0,0,0,0,0,0,1,slack-webhook-url,py
40,0,0,19,131,78,68,4.821928094887363,0.825,0.175,0.35,0.0,1.0,0,0,0,1,0,0,0,0,postgres-password,Dockerfile
38,1,0,114,7,63,37,4.879506460812008,0.8421052631578947,0.13157894736842105,0.2894736842105263,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,twilio-api-key,json
38,1,0,191,21,25,60,4.366091329119191,0.8421052631578947,0.13157894736842105,0.2631578947368421,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,generic-api-key,py
40,0,0,77,24,51,79,4.703055907333276,0.875,0.125,0.4,0.0,1.0,0,0,0,0,1,0,0,0,mailchimp-access-token,ts
17,3,0,64,105,70,66,3.2927701939369904,0.8235294117647058,0.0,0.0,0.17647058823529413,0.8235294117647058,0,0,0,0,1,0,0,1,discord-bot-token,py
40,1,0,65,119,48,77,4.784183719779189,0.85,0.125,0.4,0.025,0.975,0,1,0,0,0,0,0,0,github-pat,py
40,0,0,162,74,21,31,4.8719280948873624,0.775,0.225,0.4,0.0,1.0,0,0,0,0,1,0,0,0,sendgrid-api-token,py
77,7,1,126,151,65,10,5.167162716499356,0.7792207792207793,0.12987012987012986,0.2857142857142857,0.09090909090909091,0.961038961038961,0,0,0,0,0,0,0,0,slack-webhook-url,js
130,24,0,108,185,12,19,5.050128852156995,0.7153846153846154,0.038461538461538464,0.5538461538461539,0.18461538461538463,0.7692307692307693,0,0,0,0,0,1,0,1,private-key,py
80,2,0,129,181,35,6,5.253378801695311,0.85,0.125,0.5125,0.025,0.975,0,0,0,0,1,0,0,0,jwt-token,go
40,1,0,63,105,42,15,4.8719280948873624,0.9,0.075,0.5,0.025,0.975,0,0,0,0,0,1,0,0,heroku-api-key,md
38,1,0,148,12,39,77,4.826874881864639,0.7631578947368421,0.21052631578947367,0.3157894736842105,0.02631578947368421,0.9736842105263158,0,0,0,1,0,0,0,0,postgres-password,md
21,3,0,44,46,80,62,3.748994803525096,0.8571428571428571,0.0,0.0,0.14285714285714285,0.8571428571428571,0,0,0,0,0,0,0,0,mongodb-atlas-connection-string,md
40,0,0,27,83,78,38,4.78418371977919,0.875,0.125,0.425,0.0,1.0,0,0,0,0,1,0,0,0,mailchimp-access-token,js
77,4,0,7,150,80,78,5.376795306760087,0.8571428571428571,0.09090909090909091,0.44155844155844154,0.05194805194805195,0.948051948051948,0,0,0,0,1,0,0,0,jwt-token,sh
38,1,0,123,23,79,57,4.5213580272741964,0.6578947368421053,0.3157894736842105,0.2631578947368421,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,0,api-key,md
40,0,0,137,46,55,80,4.753055907333276,0.775,0.225,0.275,0.0,1.0,0,0,0,0,0,1,0,0,generic-api-key,yml
44,1,0,96,144,32,15,4.862507470762514,0.8181818181818182,0.1590909090909091,0.3181818181818182,0.022727272727272728,0.9772727272727273,0,0,0,0,0,0,0,1,github-pat,py
32,2,0,162,66,24,80,4.538909765557392,0.875,0.0625,0.3125,0.0625,0.9375,0,0,0,0,0,1,0,0,stripe-api-key,yml
40,1,0,93,34,67,67,4.734183719779189,0.8,0.175,0.225,0.025,0.975,0,0,0,0,0,1,0,1,twilio-api-key,py
44,1,0,130,115,67,77,4.970573095811683,0.8636363636363636,0.11363636363636363,0.4090909090909091,0.022727272727272728,0.9772727272727273,0,0,0,0,0,0,0,1,github-pat,py
130,27,0,62,96,41,71,5.1388431797772345,0.6384615384615384,0.09230769230769231,0.47692307692307695,0.2076923076923077,0.7692307692307693,0,0,0,0,0,1,0,1,private-key,md
15,2,0,125,91,10,39,3.1068905956085184,0.8666666666666667,0.0,0.0,0.13333333333333333,0.8666666666666667,0,0,0,0,0,1,0,1,api-key,py
37,1,0,133,191,10,58,4.722966879142465,0.8378378378378378,0.13513513513513514,0.5135135135135135,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,0,twilio-api-key,md
40,0,0,124,198,21,53,4.765311532225103,0.85,0.15,0.35,0.0,1.0,0,0,0,0,0,1,0,0,heroku-api-key,ts
40,0,0,4,89,8,18,4.665311532225103,0.825,0.175,0.375,0.0,1.0,0,0,0,0,1,0,1,0,mailchimp-access-token,yaml
17,3,0,96,105,9,34,3.2927701939369904,0.8235294117647058,0.0,0.0,0.17647058823529413,0.8235294117647058,0,0,0,0,0,1,0,0,twilio-api-key,md
20,0,0,24,165,55,61,3.6841837197791882,0.8,0.2,0.8,0.0,1.0,1,0,0,0,1,0,0,0,aws-access-token,ts
42,1,0,142,198,43,14,4.6037599113796235,0.9285714285714286,0.047619047619047616,0.42857142857142855,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,1,heroku-api-key,py
59,1,0,81,41,14,44,4.962903006878951,0.7288135593220338,0.2542372881355932,0.3728813559322034,0.01694915254237288,0.9830508474576272,0,0,0,0,1,0,0,0,discord-bot-token,sh
42,1,0,76,144,23,26,4.671730220243275,0.7857142857142857,0.19047619047619047,0.42857142857142855,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,1,twilio-api-key,py
40,0,0,56,100,58,76,5.003055907333277,0.825,0.175,0.5,0.0,1.0,0,0,0,0,0,1,0,0,twilio-api-key,go
32,2,0,26,184,78,59,4.265319531114783,0.78125,0.15625,0.1875,0.0625,0.9375,0,0,0,0,0,1,0,0,stripe-api-key,ts
21,3,0,67,64,34,65,3.748994803525096,0.8571428571428571,0.0,0.0,0.14285714285714285,0.8571428571428571,0,0,0,0,0,0,0,1,github-pat,py
40,1,0,63,105,42,15,4.8719280948873624,0.9,0.075,0.5,0.025,0.975,0,0,0,0,0,1,0,0,heroku-api-key,md
21,1,0,157,153,19,40,3.820888851350188,0.8095238095238095,0.14285714285714285,0.5714285714285714,0.047619047619047616,0.9523809523809523,0,0,0,0,1,0,0,1,aws-access-token,md
42,1,0,36,64,76,55,4.927798970294787,0.8333333333333334,0.14285714285714285,0.38095238095238093,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,1,generic-api-key,example
42,1,0,19,121,26,27,4.76696831548137,0.9047619047619048,0.07142857142857142,0.38095238095238093,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,1,sendgrid-api-token,json
37,1,0,198,142,46,75,4.77702093319652,0.8648648648648649,0.10810810810810811,0.5135135135135135,0.02702702702702703,0.972972972972973,0,0,0,0,1,0,0,0,mailchimp-access-token,md
20,1,0,132,7,48,38,4.021928094887362,0.65,0.3,0.65,0.05,0.95,0,0,0,0,1,0,0,1,aws-access-token,example
40,0,0,122,171,79,36,4.615311532225102,0.8,0.2,0.4,0.0,1.0,0,0,0,0,1,0,0,0,sendgrid-api-token,ts
25,1,0,142,110,11,37,4.293660689688184,0.72,0.24,0.36,0.04,0.96,0,0,0,0,1,0,0,1,aws-access-token,py
40,1,0,175,175,28,57,4.953055907333276,0.85,0.125,0.35,0.025,0.975,0,0,0,0,0,1,0,1,api-key,py
85,2,0,143,165,66,65,5.4106397244955735,0.8,0.17647058823529413,0.32941176470588235,0.023529411764705882,0.9764705882352941,0,0,0,0,1,0,0,0,jwt-token,md
32,2,0,85,144,38,68,4.375,0.75,0.1875,0.3125,0.0625,0.9375,0,0,0,0,0,1,0,0,stripe-api-key,js
80,4,0,100,82,47,71,5.200070520364181,0.775,0.175,0.325,0.05,0.95,0,0,0,0,1,0,0,0,jwt-token,sh
38,1,0,124,157,69,61,4.681880802803404,0.8157894736842105,0.15789473684210525,0.34210526315789475,0.02631578947368421,0.9736842105263158,0,0,0,0,1,0,0,0,mailchimp-access-token,md
118,22,0,81,179,69,24,5.113835957537759,0.6694915254237288,0.09322033898305085,0.4830508474576271,0.1864406779661017,0.7796610169491526,0,0,0,0,0,1,0,0,private-key,js
