secret_length,secret_special_chars,secret_has_url,StartLine,EndLine,StartColumn,EndColumn,secret_entropy,secret_letter_ratio,secret_digit_ratio,secret_upper_ratio,secret_special_ratio,secret_base64_ratio,has_prefix_aws_akid,has_prefix_github,has_prefix_slack,ctx_has_pass,ctx_has_token,ctx_has_key,ctx_has_secret,ctx_has_example,RuleID,file_extension
42,1,0,38,198,1,22,4.606137660667954,0.8333333333333334,0.14285714285714285,0.2857142857142857,0.023809523809523808,0.9761904761904762,0,0,0,0,0,0,0,1,8,5
59,3,0,127,83,71,4,5.132394532302679,0.7966101694915254,0.15254237288135594,0.3389830508474576,0.05084745762711865,0.9491525423728814,0,0,0,0,1,0,0,0,2,9
79,7,0,29,174,29,77,5.218028374622453,0.810126582278481,0.10126582278481013,0.3037974683544304,0.08860759493670886,0.9620253164556962,0,0,0,0,0,0,0,0,12,6
20,0,0,114,102,76,44,3.9219280948873623,0.8,0.2,0.8,0.0,1.0,1,0,0,0,1,0,0,0,1,1
77,9,1,183,163,2,18,5.16297201524437,0.7532467532467533,0.12987012987012986,0.2727272727272727,0.11688311688311688,0.961038961038961,0,0,0,0,0,0,0,0,12,12
32,2,0,55,82,36,5,4.476409765557392,0.78125,0.15625,0.375,0.0625,0.9375,0,0,0,0,0,1,0,0,13,8
40,0,0,187,145,31,53,4.834183719779189,0.825,0.175,0.45,0.0,1.0,0,0,0,0,1,0,0,0,7,3
37,1,0,27,39,26,24,4.648510460165074,0.8918918918918919,0.08108108108108109,0.4594594594594595,0.02702702702702703,0.972972972972973,0,0,0,0,1,0,0,1,2,7
37,1,0,169,19,36,65,4.486348298002912,0.8108108108108109,0.16216216216216217,0.43243243243243246,0.02702702702702703,0.972972972972973,0,0,0,0,1,0,0,1,2,7
59,2,0,187,126,27,37,5.10680512544968,0.8813559322033898,0.0847457627118644,0.4915254237288136,0.03389830508474576,0.9661016949152542,0,0,0,0,1,0,0,0,2,4
80,2,0,99,166,53,46,5.1951910262946415,0.775,0.2,0.3,0.025,0.975,0,0,0,0,1,0,1,0,6,11
77,9,1,63,3,3,60,4.987520391811552,0.7532467532467533,0.12987012987012986,0.2987012987012987,0.11688311688311688,0.961038961038961,0,0,0,0,0,0,0,0,12,4
37,1,0,59,123,23,28,4.756618568273184,0.8378378378378378,0.13513513513513514,0.5405405405405406,0.02702702702702703,0.972972972972973,0,0,0,0,1,0,0,1,2,7
130,25,0,124,23,1,1,5.021272314276124,0.7,0.046153846153846156,0.5076923076923077,0.19230769230769232,0.7692307692307693,0,0,0,0,0,1,0,1,10,7
38,1,0,24,37,22,24,4.629249223856035,0.9210526315789473,0.05263157894736842,0.39473684210526316,0.02631578947368421,0.9736842105263158,0,0,0,0,1,0,0,1,2,7
38,1,0,39,146,7,29,4.734512381750773,0.868421052631579,0.10526315789473684,0.42105263157894735,0.02631578947368421,0.9736842105263158,0,0,0,0,1,0,0,1,2,7
77,9,1,54,92,34,46,5.1544652356073115,0.7272727272727273,0.15584415584415584,0.24675324675324675,0.11688311688311688,0.961038961038961,0,0,0,0,0,0,0,0,12,8
42,1,0,169,151,54,77,5.106603137064477,0.7380952380952381,0.23809523809523808,0.40476190476190477,0.023809523809523808,0.9761904761904762,0,0,0,0,0,0,0,1,4,2
37,2,0,85,189,30,16,4.239877609387674,0.8918918918918919,0.05405405405405406,0.2972972972972973,0.05405405405405406,0.9459459459459459,0,0,0,0,0,1,0,1,13,7
77,9,1,150,63,54,59,5.110180696201894,0.7402597402597403,0.14285714285714285,0.3116883116883117,0.11688311688311688,0.961038961038961,0,0,0,0,0,0,0,0,12,8
42,1,0,101,72,35,22,4.868507898969238,0.8809523809523809,0.09523809523809523,0.42857142857142855,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,1,7,12
20,0,0,23,75,10,25,3.821928094887362,0.8,0.2,0.8,0.0,1.0,1,0,0,0,1,0,0,0,1,4
79,7,0,170,70,46,13,5.249550210010721,0.810126582278481,0.10126582278481013,0.31645569620253167,0.08860759493670886,0.9620253164556962,0,0,0,0,0,0,0,1,12,2
118,22,0,13,75,46,25,5.030510033800804,0.6864406779661016,0.07627118644067797,0.5,0.1864406779661017,0.7796610169491526,0,0,0,0,0,1,0,0,10,12
40,1,0,106,174,49,67,4.721928094887362,0.875,0.1,0.475,0.025,0.975,0,1,0,0,0,0,0,0,4,3
40,0,0,74,76,23,27,4.553055907333277,0.825,0.175,0.425,0.0,1.0,0,0,0,0,0,1,0,0,14,7
38,1,0,23,30,54,29,4.83977553964551,0.7894736842105263,0.18421052631578946,0.34210526315789475,0.02631578947368421,0.9736842105263158,0,0,0,0,1,0,0,1,7,12
59,1,0,138,37,21,18,5.132394532302679,0.8305084745762712,0.15254237288135594,0.3728813559322034,0.01694915254237288,0.9830508474576272,0,0,0,0,1,0,0,0,2,0
40,1,0,41,186,57,79,4.853055907333276,0.775,0.2,0.425,0.025,0.975,0,1,0,0,0,0,0,0,4,4
77,9,1,173,155,31,13,5.2681650732977445,0.7662337662337663,0.11688311688311688,0.23376623376623376,0.11688311688311688,0.961038961038961,0,0,0,0,0,0,0,0,12,5
38,1,0,156,20,71,14,4.629249223856035,0.8421052631578947,0.13157894736842105,0.3684210526315789,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,14,7
38,1,0,144,180,76,26,4.734512381750773,0.868421052631579,0.10526315789473684,0.2894736842105263,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,0,14,6
130,25,0,185,112,7,2,5.201273009785798,0.6307692307692307,0.11538461538461539,0.4076923076923077,0.19230769230769232,0.7692307692307693,0,0,0,0,0,1,0,1,10,7
25,1,0,109,106,72,77,4.373660689688184,0.72,0.24,0.36,0.04,0.96,0,0,0,0,1,0,0,1,1,5
40,1,0,31,157,73,15,4.771928094887363,0.8,0.175,0.4,0.025,0.975,0,1,0,0,0,0,0,0,4,8
37,1,0,23,177,31,78,4.756618568273184,0.8108108108108109,0.16216216216216217,0.4864864864864865,0.02702702702702703,0.972972972972973,0,0,0,0,1,0,0,0,7,6
40,0,0,127,55,7,45,4.971928094887363,0.925,0.075,0.325,0.0,1.0,0,0,0,0,0,1,0,0,3,3
40,0,0,73,77,46,64,4.721928094887363,0.775,0.225,0.325,0.0,1.0,0,0,0,0,0,1,0,0,5,10
40,0,0,198,181,73,19,4.8530559073332755,0.85,0.15,0.325,0.0,1.0,0,0,0,0,0,1,0,0,14,1
42,1,0,81,75,70,6,4.830183125768362,0.9047619047619048,0.07142857142857142,0.2619047619047619,0.023809523809523808,0.9761904761904762,0,0,0,0,0,0,0,0,8,6
40,0,0,11,190,78,21,4.5841837197791895,0.9,0.1,0.425,0.0,1.0,0,0,0,0,1,0,1,0,11,11
40,0,0,17,184,77,33,4.696439344671016,0.925,0.075,0.575,0.0,1.0,0,0,0,0,0,1,0,0,5,4
40,1,0,2,84,14,68,4.871928094887363,0.775,0.2,0.25,0.025,0.975,0,0,0,0,0,1,0,1,5,7
38,1,0,76,46,33,18,4.83977553964551,0.7894736842105263,0.18421052631578946,0.2894736842105263,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,5,7
75,7,0,96,67,78,1,5.197030984025827,0.7733333333333333,0.13333333333333333,0.28,0.09333333333333334,0.96,0,0,0,0,0,0,0,1,12,5
130,22,0,6,43,47,19,5.176009836592382,0.6538461538461539,0.11538461538461539,0.4230769230769231,0.16923076923076924,0.7692307692307693,0,0,0,0,0,1,0,1,10,7
42,1,0,82,47,44,11,4.802915339393917,0.8571428571428571,0.11904761904761904,0.30952380952380953,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,1,2,12
42,1,0,100,185,40,66,4.94577248225106,0.8333333333333334,0.14285714285714285,0.38095238095238093,0.023809523809523808,0.9761904761904762,0,0,0,0,0,0,0,1,8,7
77,9,1,38,11,69,50,5.209307034653077,0.7922077922077922,0.09090909090909091,0.2987012987012987,0.11688311688311688,0.961038961038961,0,0,0,0,0,0,0,0,12,5
40,0,0,162,74,21,31,4.8719280948873624,0.775,0.225,0.4,0.0,1.0,0,0,0,0,1,0,0,0,11,7
21,1,0,6,126,38,8,4.297079327540665,0.7619047619047619,0.19047619047619047,0.5238095238095238,0.047619047619047616,0.9523809523809523,0,0,0,0,1,0,0,0,1,6
20,0,0,70,135,52,51,3.746439344671015,0.8,0.2,0.8,0.0,1.0,1,0,0,0,1,0,0,0,1,10
37,1,0,9,137,68,51,4.499597622210292,0.7297297297297297,0.24324324324324326,0.3783783783783784,0.02702702702702703,0.972972972972973,0,0,0,0,0,0,0,1,8,7
85,4,0,6,73,34,80,5.292992665672044,0.8470588235294118,0.10588235294117647,0.36470588235294116,0.047058823529411764,0.9529411764705882,0,0,0,0,1,0,0,1,6,7
82,2,0,33,136,70,45,5.439451851994374,0.8536585365853658,0.12195121951219512,0.524390243902439,0.024390243902439025,0.975609756097561,0,0,0,0,1,0,0,0,6,6
38,1,0,85,157,34,27,4.879506460812007,0.8947368421052632,0.07894736842105263,0.3684210526315789,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,3,7
33,2,0,67,108,22,5,4.354852073838349,0.6363636363636364,0.30303030303030304,0.21212121212121213,0.06060606060606061,0.9393939393939394,0,0,0,0,0,1,0,1,13,6
38,1,0,61,1,33,47,4.859641000228759,0.7368421052631579,0.23684210526315788,0.2894736842105263,0.02631578947368421,0.9736842105263158,0,0,0,0,1,0,0,0,2,6
42,1,0,44,66,58,65,4.784941827437644,0.7380952380952381,0.23809523809523808,0.30952380952380953,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,1,5,7
40,1,0,99,8,41,71,4.73418371977919,0.85,0.125,0.45,0.025,0.975,0,1,0,0,0,0,0,0,4,8
80,2,0,76,173,15,80,5.307935401402815,0.7625,0.2125,0.2125,0.025,0.975,0,0,0,0,1,0,0,0,6,0
40,1,0,136,6,79,56,4.753055907333276,0.725,0.25,0.275,0.025,0.975,0,0,0,0,0,1,0,1,5,7
38,1,0,33,84,69,41,4.77424330291727,0.7894736842105263,0.18421052631578946,0.34210526315789475,0.02631578947368421,0.9736842105263158,0,0,0,1,0,0,0,1,9,7
80,2,0,69,167,51,68,5.380875438448057,0.85,0.125,0.4625,0.025,0.975,0,0,0,0,1,0,0,0,6,7
40,0,0,61,104,11,77,4.765311532225103,0.875,0.125,0.425,0.0,1.0,0,0,0,0,1,0,0,0,11,9
37,1,0,22,198,80,11,4.777020933196519,0.8378378378378378,0.13513513513513514,0.5135135135135135,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,1,5,7
21,1,0,22,76,47,73,3.9161269465882835,0.8571428571428571,0.09523809523809523,0.6190476190476191,0.047619047619047616,0.9523809523809523,0,0,0,0,1,0,0,1,1,7
42,1,0,164,75,76,65,4.766968315481371,0.8571428571428571,0.11904761904761904,0.35714285714285715,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,1,3,7
37,1,0,1,120,72,29,4.756618568273182,0.8378378378378378,0.13513513513513514,0.4864864864864865,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,0,5,6
59,0,0,37,32,37,49,5.064597922133188,0.864406779661017,0.13559322033898305,0.4406779661016949,0.0,1.0,0,0,0,0,1,0,0,0,2,4
38,1,0,147,185,70,29,4.826874881864639,0.7894736842105263,0.18421052631578946,0.34210526315789475,0.02631578947368421,0.9736842105263158,0,0,0,0,1,0,0,1,2,2
77,7,0,51,139,31,23,5.261798514912381,0.8051948051948052,0.1038961038961039,0.2727272727272727,0.09090909090909091,0.961038961038961,0,0,0,0,0,0,0,1,12,5
59,3,0,163,59,53,27,5.090187328986185,0.7796610169491526,0.1694915254237288,0.3728813559322034,0.05084745762711865,0.9491525423728814,0,0,0,0,1,0,0,0,2,4
40,0,0,61,114,69,14,4.753055907333276,0.725,0.275,0.3,0.0,1.0,0,0,0,0,0,1,0,0,5,7
40,0,0,100,131,10,40,4.78418371977919,0.85,0.15,0.4,0.0,1.0,0,0,0,1,0,0,0,0,9,5
40,0,0,133,64,25,65,4.5653115322251026,0.875,0.125,0.35,0.0,1.0,0,0,0,0,0,1,0,0,5,8
118,23,0,78,32,49,76,5.109485850910834,0.6694915254237288,0.0847457627118644,0.4322033898305085,0.19491525423728814,0.7796610169491526,0,0,0,0,0,1,0,0,10,4
40,1,0,21,16,25,2,4.721928094887363,0.85,0.125,0.575,0.025,0.975,0,1,0,0,0,0,0,0,4,10
40,0,0,44,103,61,40,4.903055907333276,0.85,0.15,0.45,0.0,1.0,0,0,0,0,0,1,0,0,5,4
37,1,0,73,118,26,11,4.939183095358683,0.8648648648648649,0.10810810810810811,0.43243243243243246,0.02702702702702703,0.972972972972973,0,0,0,0,1,0,0,1,7,6
87,5,0,199,131,22,31,5.439676685329826,0.7931034482758621,0.14942528735632185,0.40229885057471265,0.05747126436781609,0.9425287356321839,0,0,0,0,1,0,0,1,6,6
118,20,0,90,136,68,13,5.07129739814239,0.6694915254237288,0.11016949152542373,0.4576271186440678,0.1694915254237288,0.7796610169491526,0,0,0,0,0,1,0,0,10,0
40,0,0,115,125,74,77,4.5653115322251026,0.85,0.15,0.375,0.0,1.0,0,0,0,0,0,1,0,0,0,8
20,0,0,27,5,30,15,3.384183719779189,0.8,0.2,0.8,0.0,1.0,1,0,0,0,1,0,0,0,1,7
118,24,0,19,181,24,27,5.164683415164878,0.6440677966101694,0.1016949152542373,0.4491525423728814,0.2033898305084746,0.7796610169491526,0,0,0,0,0,1,0,0,10,7
32,2,0,82,61,7,71,4.663909765557392,0.8125,0.125,0.3125,0.0625,0.9375,0,0,0,0,0,1,0,0,13,12
82,1,0,138,30,9,17,5.485481577736048,0.8536585365853658,0.13414634146341464,0.3902439024390244,0.012195121951219513,0.9878048780487805,0,0,0,0,1,0,0,1,6,6
130,25,0,179,131,75,52,5.200381641315696,0.7,0.046153846153846156,0.5307692307692308,0.19230769230769232,0.7692307692307693,0,0,0,0,0,1,0,0,10,6
40,1,0,136,161,19,64,4.765311532225103,0.85,0.125,0.325,0.025,0.975,0,0,0,1,0,0,0,0,9,6
40,0,0,182,112,56,75,4.903055907333276,0.8,0.2,0.4,0.0,1.0,0,0,0,0,0,1,0,0,0,5
59,1,0,89,10,9,66,5.255193049215163,0.8305084745762712,0.15254237288135594,0.3728813559322034,0.01694915254237288,0.9830508474576272,0,0,0,0,1,0,0,0,2,4
79,7,0,173,163,64,78,5.117089533470086,0.8354430379746836,0.0759493670886076,0.34177215189873417,0.08860759493670886,0.9620253164556962,0,0,0,0,0,0,0,1,12,7
130,24,0,75,102,21,65,5.054378179843802,0.6538461538461539,0.1,0.5307692307692308,0.18461538461538463,0.7692307692307693,0,0,0,0,0,1,0,1,10,6
40,1,0,4,37,1,17,4.703055907333276,0.825,0.15,0.3,0.025,0.975,0,0,0,0,1,0,0,1,11,6
77,9,1,141,86,58,42,5.200046729169998,0.7402597402597403,0.14285714285714285,0.22077922077922077,0.11688311688311688,0.961038961038961,0,0,0,0,0,0,0,0,12,3
40,0,0,155,109,78,9,4.765311532225103,0.725,0.275,0.475,0.0,1.0,0,0,0,0,0,1,0,0,14,10
37,1,0,65,80,66,5,4.756618568273184,0.8648648648648649,0.10810810810810811,0.40540540540540543,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,0,3,6
38,1,0,183,57,33,18,4.787143960698141,0.7631578947368421,0.21052631578947367,0.39473684210526316,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,14,7
40,0,0,102,179,70,71,4.853055907333277,0.85,0.15,0.4,0.0,1.0,0,0,0,0,0,1,0,0,14,4
118,21,0,130,14,60,35,4.889365779291878,0.6864406779661016,0.0847457627118644,0.4745762711864407,0.17796610169491525,0.7796610169491526,0,0,0,0,0,1,0,0,10,10
77,7,0,184,22,33,4,5.0752462035279615,0.7792207792207793,0.12987012987012986,0.22077922077922077,0.09090909090909091,0.961038961038961,0,0,0,0,0,0,0,1,12,7
20,0,0,55,57,79,10,3.6464393446710153,0.9,0.1,0.9,0.0,1.0,1,0,0,0,1,0,1,0,1,11
40,1,0,8,38,74,70,4.646439344671015,0.9,0.075,0.475,0.025,0.975,0,0,0,0,0,1,0,1,3,6
37,1,0,175,70,13,20,4.831074987250574,0.8108108108108109,0.16216216216216217,0.40540540540540543,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,1,0,7
40,1,0,106,191,33,31,4.8153115322251026,0.825,0.15,0.425,0.025,0.975,0,0,0,0,0,1,0,0,5,6
40,0,0,16,93,26,61,4.8530559073332755,0.8,0.2,0.4,0.0,1.0,0,0,0,0,0,1,0,0,14,7
37,1,0,104,32,68,6,4.722966879142467,0.8648648648648649,0.10810810810810811,0.4594594594594595,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,1,3,5
40,1,0,47,113,66,64,4.684183719779189,0.825,0.15,0.275,0.025,0.975,0,0,0,0,0,0,0,1,8,5
40,0,0,194,54,14,77,4.821928094887363,0.8,0.2,0.375,0.0,1.0,0,0,0,1,0,0,0,0,9,12
40,0,0,186,198,70,70,4.784183719779189,0.8,0.2,0.325,0.0,1.0,0,0,0,1,0,0,0,0,9,1
40,0,0,40,44,68,22,4.5653115322251026,0.825,0.175,0.4,0.0,1.0,0,0,0,0,0,1,0,0,14,12
77,9,1,11,93,5,45,5.235824488938356,0.7532467532467533,0.12987012987012986,0.2987012987012987,0.11688311688311688,0.961038961038961,0,0,0,0,0,0,0,0,12,12
40,0,0,138,68,15,51,4.515311532225103,0.85,0.15,0.45,0.0,1.0,0,0,0,0,0,1,0,0,5,8
42,1,0,38,23,11,80,4.653756708287003,0.8333333333333334,0.14285714285714285,0.30952380952380953,0.023809523809523808,0.9761904761904762,0,0,0,1,0,0,0,1,9,7
37,1,0,198,49,57,75,4.736216203349846,0.8378378378378378,0.13513513513513514,0.40540540540540543,0.02702702702702703,0.972972972972973,0,0,0,1,0,0,0,0,9,6
46,1,0,114,82,39,15,4.882045108136861,0.8260869565217391,0.15217391304347827,0.30434782608695654,0.021739130434782608,0.9782608695652174,0,0,0,0,0,0,0,1,4,12
85,4,0,39,176,34,17,5.514813288875259,0.8,0.15294117647058825,0.3411764705882353,0.047058823529411764,0.9529411764705882,0,0,0,0,1,0,0,1,6,2
130,24,0,122,75,33,80,5.080307483820027,0.6384615384615384,0.11538461538461539,0.45384615384615384,0.18461538461538463,0.7692307692307693,0,0,0,0,0,1,0,1,10,5
40,1,0,124,179,44,57,4.784183719779189,0.825,0.15,0.375,0.025,0.975,0,1,0,0,0,0,0,0,4,0
32,2,0,139,125,66,70,4.625,0.84375,0.09375,0.40625,0.0625,0.9375,0,0,0,0,0,1,0,0,13,4
37,1,0,27,159,23,80,4.756618568273184,0.8378378378378378,0.13513513513513514,0.43243243243243246,0.02702702702702703,0.972972972972973,0,0,0,0,1,0,0,1,7,5
40,0,0,27,161,68,20,4.921928094887363,0.825,0.175,0.35,0.0,1.0,0,0,0,1,0,0,0,0,9,10
21,1,0,157,153,19,40,3.820888851350188,0.8095238095238095,0.14285714285714285,0.5714285714285714,0.047619047619047616,0.9523809523809523,0,0,0,0,1,0,0,1,1,6
59,0,0,3,84,15,20,5.145189235729178,0.847457627118644,0.15254237288135594,0.4067796610169492,0.0,1.0,0,0,0,0,1,0,0,0,2,7
38,1,0,29,59,70,65,4.5541241456383155,0.8157894736842105,0.15789473684210525,0.18421052631578946,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,14,5
40,0,0,96,90,41,52,4.73418371977919,0.8,0.2,0.45,0.0,1.0,0,0,0,0,0,1,0,0,3,7
37,1,0,143,103,28,77,4.736216203349846,0.8378378378378378,0.13513513513513514,0.4594594594594595,0.02702702702702703,0.972972972972973,0,0,0,0,1,0,0,0,7,6
40,0,0,96,181,45,38,4.703055907333277,0.95,0.05,0.4,0.0,1.0,0,0,0,0,1,0,0,0,7,4
40,0,0,51,103,5,65,4.834183719779189,0.9,0.1,0.4,0.0,1.0,0,0,0,1,0,0,0,0,9,4
77,7,0,16,41,54,65,5.188946041218397,0.7792207792207793,0.12987012987012986,0.2727272727272727,0.09090909090909091,0.961038961038961,0,0,0,0,0,0,0,1,12,7
37,1,0,97,49,22,80,4.702564514219129,0.918918918918919,0.05405405405405406,0.5135135135135135,0.02702702702702703,0.972972972972973,0,0,0,0,1,0,0,1,11,7
42,1,0,103,36,63,5,4.784941827437644,0.8095238095238095,0.16666666666666666,0.19047619047619047,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,1,2,5
82,3,0,41,171,28,33,5.191103949840709,0.7926829268292683,0.17073170731707318,0.4024390243902439,0.036585365853658534,0.9634146341463414,0,0,0,0,1,0,0,1,6,7
40,0,0,77,176,30,17,4.8341837197791895,0.85,0.15,0.425,0.0,1.0,0,0,0,0,0,1,0,0,3,9
38,1,0,167,93,73,69,4.734512381750772,0.7631578947368421,0.21052631578947367,0.2894736842105263,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,1,3,6
40,0,0,167,83,16,49,4.8030559073332775,0.8,0.2,0.375,0.0,1.0,0,0,0,0,1,0,0,0,7,0
20,0,0,1,127,77,47,3.4841837197791885,0.75,0.25,0.75,0.0,1.0,1,0,0,0,1,0,0,0,1,4
40,1,0,177,55,50,60,4.921928094887363,0.8,0.175,0.375,0.025,0.975,0,0,0,0,0,1,0,0,3,6
37,1,0,19,178,72,17,4.810672622327237,0.7837837837837838,0.1891891891891892,0.3783783783783784,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,1,14,7
80,1,0,160,8,8,46,5.354627120071685,0.925,0.0625,0.475,0.0125,0.9875,0,0,0,0,1,0,0,0,6,4
42,1,0,177,165,75,62,4.898153434632012,0.8571428571428571,0.11904761904761904,0.4523809523809524,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,1,7,5
42,1,0,174,12,76,34,4.594465636961453,0.8809523809523809,0.09523809523809523,0.30952380952380953,0.023809523809523808,0.9761904761904762,0,0,0,1,0,0,0,1,9,7
40,1,0,74,97,46,45,4.803055907333277,0.85,0.125,0.325,0.025,0.975,0,1,0,0,0,0,0,0,4,10
118,21,0,89,170,56,33,5.090844063281852,0.6864406779661016,0.0847457627118644,0.4745762711864407,0.17796610169491525,0.7796610169491526,0,0,0,0,0,1,0,0,10,9
40,1,0,47,73,61,67,4.721928094887363,0.9,0.075,0.6,0.025,0.975,0,1,0,0,0,0,0,0,4,7
37,1,0,107,140,26,55,4.7902702574039004,0.7837837837837838,0.1891891891891892,0.3783783783783784,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,1,5,5
32,2,0,113,107,78,28,4.366729296672175,0.84375,0.09375,0.3125,0.0625,0.9375,0,0,0,0,0,1,0,0,13,1
40,1,0,74,20,49,34,4.3653115322251015,0.925,0.05,0.45,0.025,0.975,0,1,0,0,0,0,0,0,4,3
40,0,0,123,112,55,33,4.953055907333277,0.875,0.125,0.4,0.0,1.0,0,0,0,0,1,0,0,0,11,7
40,1,0,121,131,55,35,4.681687083026442,0.85,0.125,0.375,0.025,0.975,0,0,0,0,0,1,0,1,0,7
33,2,0,167,2,18,38,4.513794876803093,0.9090909090909091,0.030303030303030304,0.3333333333333333,0.06060606060606061,0.9393939393939394,0,0,0,0,0,1,0,1,13,5
40,1,0,76,89,62,44,4.853055907333276,0.875,0.1,0.45,0.025,0.975,0,0,0,1,0,0,0,0,9,6
77,9,1,128,5,42,79,5.219654196758659,0.7792207792207793,0.1038961038961039,0.33766233766233766,0.11688311688311688,0.961038961038961,0,0,0,0,0,0,0,0,12,4
77,9,1,153,97,4,74,5.17700208617237,0.7272727272727273,0.15584415584415584,0.2727272727272727,0.11688311688311688,0.961038961038961,0,0,0,0,0,0,0,0,12,9
40,0,0,113,128,15,22,4.634183719779189,0.775,0.225,0.425,0.0,1.0,0,0,0,0,0,1,0,0,14,12
40,0,0,50,91,73,63,4.703055907333276,0.875,0.125,0.4,0.0,1.0,0,0,0,0,0,1,0,0,0,12
42,1,0,22,147,38,72,4.814587363100418,0.8809523809523809,0.09523809523809523,0.2619047619047619,0.023809523809523808,0.9761904761904762,0,0,0,0,1,0,0,0,2,6
59,0,0,19,88,22,77,5.090187328986186,0.8135593220338984,0.1864406779661017,0.4915254237288136,0.0,1.0,0,0,0,0,1,0,0,0,2,4
37,1,0,18,40,59,1,4.648510460165075,0.8918918918918919,0.08108108108108109,0.5135135135135135,0.02702702702702703,0.972972972972973,0,0,0,0,0,1,0,1,14,2
42,1,0,139,199,72,23,4.880179922675739,0.8571428571428571,0.11904761904761904,0.2857142857142857,0.023809523809523808,0.9761904761904762,0,0,0,0,0,0,0,1,4,7
77,9,1,94,71,66,25,5.170635527787006,0.7272727272727273,0.15584415584415584,0.2727272727272727,0.11688311688311688,0.961038961038961,0,0,0,0,0,0,0,0,12,10
40,0,0,75,84,12,75,4.921928094887362,0.825,0.175,0.4,0.0,1.0,0,0,0,0,0,1,0,0,0,4
40,1,0,84,135,45,78,4.753055907333276,0.925,0.05,0.375,0.025,0.975,0,1,0,0,0,0,0,0,4,10
40,0,0,30,188,65,35,4.803055907333277,0.8,0.2,0.4,0.0,1.0,0,0,0,0,0,1,0,0,3,12
40,0,0,8,169,73,79,4.634183719779189,0.85,0.15,0.425,0.0,1.0,0,0,0,0,1,0,0,0,11,10
40,1,0,189,144,41,16,4.634183719779188,0.85,0.125,0.35,0.025,0.975,0,0,0,0,1,0,0,1,2,2
80,2,0,130,114,25,40,5.479627120071683,0.8625,0.1125,0.4,0.025,0.975,0,0,0,0,1,0,1,0,6,11
40,0,0,151,42,22,45,4.884183719779189,0.85,0.15,0.375,0.0,1.0,0,0,0,0,1,0,0,0,11,3
77,9,1,167,38,44,3,5.1740727031959715,0.8051948051948052,0.07792207792207792,0.35064935064935066,0.11688311688311688,0.961038961038961,0,0,0,0,0,0,0,0,12,12
40,0,0,142,150,21,8,4.921928094887363,0.925,0.075,0.4,0.0,1.0,0,0,0,0,1,0,0,0,7,3
40,1,0,40,23,33,2,4.634183719779189,0.85,0.125,0.475,0.025,0.975,0,1,0,0,0,0,0,0,4,10
40,0,0,178,77,25,50,4.921928094887363,0.875,0.125,0.4,0.0,1.0,0,0,0,0,0,1,0,0,5,7
80,1,0,57,108,76,59,5.201318838740554,0.8125,0.175,0.3375,0.0125,0.9875,0,0,0,0,1,0,0,0,6,4
38,1,0,58,190,5,28,4.701746263386654,0.8157894736842105,0.15789473684210525,0.2894736842105263,0.02631578947368421,0.9736842105263158,0,0,0,0,0,1,0,0,3,6
130,25,0,3,184,34,41,5.009669157652849,0.7,0.046153846153846156,0.5076923076923077,0.19230769230769232,0.7692307692307693,0,0,0,0,0,1,0,1,10,7
42,1,0,2,153,32,79,4.832560875056691,0.8333333333333334,0.14285714285714285,0.35714285714285715,0.023809523809523808,0.9761904761904762,0,0,0,0,0,1,0,1,5,7
40,0,0,180,37,2,15,4.534183719779188,0.9,0.1,0.5,0.0,1.0,0,0,0,0,1,0,0,0,11,10
118,24,0,83,139,41,57,5.07249832568541,0.6694915254237288,0.07627118644067797,0.4406779661016949,0.2033898305084746,0.7796610169491526,0,0,0,0,0,1,0,0,10,10
40,0,0,191,27,29,9,4.277567157116929,0.75,0.25,0.575,0.0,1.0,0,0,0,0,1,0,0,0,7,10
40,0,0,190,107,68,48,4.753055907333276,0.825,0.175,0.425,0.0,1.0,0,0,0,0,0,1,1,0,14,11
40,0,0,147,113,76,78,4.665311532225103,0.85,0.15,0.5,0.0,1.0,0,0,0,0,1,0,0,0,7,7
42,1,0,159,129,6,5,4.764590566193041,0.8333333333333334,0.14285714285714285,0.2619047619047619,0.023809523809523808,0.9761904761904762,0,0,0,0,0,0,0,1,8,7
